CustomerID,TotalGastado,Frecuencia,DiasDesdeUltimaCompra,Reclamos,CategoriaFavorita,Edad,Genero,TieneMembresia
2319,921.83,4,60,1,2,34,1,0
2320,894.05,6,46,0,2,34,1,0
2321,3672.62,6,275,2,2,23,1,0
2322,1977.82,8,257,0,0,68,1,0
2323,1504.38,10,223,0,4,61,1,0
2324,655.23,5,18,0,0,65,0,1
2325,2704.12,7,227,1,3,20,2,0
2326,4753.66,7,224,1,1,29,1,1
2327,2682.22,6,315,1,1,69,0,1
2328,102.35,7,65,3,0,51,1,0
2329,1617.56,11,268,0,0,18,1,0
2330,178.73,5,173,1,1,68,1,0
2331,546.82,4,152,0,4,22,1,0
2332,192.05,9,260,0,4,23,1,1
2333,1488.74,7,79,1,1,32,1,0
2334,1840.36,8,224,1,3,69,1,0
2335,282.38,6,280,0,0,38,1,1
2336,826.37,7,23,0,2,65,1,0
2337,1013.86,3,345,1,3,51,0,0
2338,790.8,5,218,1,4,26,1,0
2339,293.5,5,277,2,2,25,0,0
2340,914.37,6,198,1,2,53,1,1
2341,2186.53,7,150,0,3,22,0,1
2342,210.48,7,122,0,3,43,0,1
2343,225.37,4,109,1,0,26,0,1
2344,757.23,7,231,2,3,38,0,0
2345,4363.89,4,229,0,1,60,0,0
2346,1756.52,8,203,1,4,40,2,0
2347,1802.93,4,293,1,0,40,1,1
2348,773.94,7,286,1,0,45,0,0
2349,1450.85,10,287,0,1,24,2,0
2350,115.27,4,289,0,2,51,0,0
2351,1616.3,6,76,2,3,46,1,0
2352,3767.73,8,250,0,2,41,0,1
2353,1522.34,3,78,1,4,44,1,0
2354,3203.63,5,255,0,4,38,1,0
2355,2030.89,5,314,1,0,51,0,0
2356,292.7,13,64,0,3,29,1,0
2357,3591.14,4,109,2,2,34,0,0
2358,203.13,5,114,2,3,23,0,0
2359,1245.25,8,328,1,0,18,1,0
2360,329.97,7,328,0,0,26,0,0
2361,117.66,10,232,0,2,59,1,1
2362,922.36,7,26,0,3,39,0,0
2363,624.42,4,346,1,1,55,0,0
2364,1098.3,4,177,2,4,18,0,1
2365,1391.28,2,43,0,4,45,0,0
2366,167.09,5,49,1,4,33,0,1
2367,296.88,5,180,1,0,27,0,0
2368,1326.85,3,327,1,1,46,1,0
2369,730.49,3,160,0,0,63,0,0
2370,2059.42,9,106,1,2,31,1,0
2371,1684.59,9,311,3,3,63,1,0
2372,2902.36,7,113,2,3,30,0,0
2373,1868.89,8,250,0,3,19,1,1
2374,943.0,2,18,1,3,37,1,0
2375,1776.54,7,123,2,0,19,1,1
2376,583.16,6,285,1,3,35,1,1
2377,648.6,8,160,1,2,22,1,0
2378,2433.74,12,182,1,1,43,1,0
2379,987.02,2,84,0,0,21,1,1
2380,2502.06,6,287,1,2,56,1,0
2381,2692.52,6,171,0,2,48,1,0
2382,3023.28,6,169,1,4,21,1,0
2383,3826.79,4,299,0,1,62,1,0
2384,945.77,5,136,0,4,28,0,0
2385,676.0,7,125,1,3,19,1,0
2386,1409.12,8,9,0,2,26,1,0
2387,795.85,8,78,2,4,30,0,0
2388,1478.47,3,33,1,2,59,1,0
2389,1934.15,6,314,0,3,33,0,0
2390,1849.08,9,79,0,3,35,1,0
2391,803.93,7,222,1,1,54,0,0
2392,373.83,9,350,0,3,46,1,0
2393,944.57,5,232,0,1,49,0,1
2394,330.77,5,83,0,3,35,0,0
2395,3412.24,4,304,1,3,44,2,0
2396,736.69,3,362,0,1,31,0,0
2397,351.67,5,139,2,4,26,1,0
2398,138.67,6,330,0,0,51,0,0
2399,1656.94,6,128,0,4,28,2,0
2400,1619.63,4,356,1,3,40,1,1
2401,724.65,5,88,1,2,42,0,1
2402,211.62,4,271,0,0,35,1,1
2403,890.51,10,29,1,3,57,1,0
2404,659.24,3,231,1,1,24,0,1
2405,1795.71,8,155,0,2,50,0,0
2406,1496.27,6,276,1,0,46,0,0
2407,780.24,7,14,2,0,23,0,0
2408,468.64,6,37,1,0,21,1,0
2409,6738.78,12,357,2,2,34,0,1
2410,1007.71,4,216,0,2,43,1,0
2411,1848.45,4,49,0,1,61,0,1
2412,327.2,6,235,2,2,34,1,0
2413,1097.1,6,250,0,2,58,1,0
2414,141.88,4,15,0,4,45,0,1
2415,1156.18,7,5,2,1,54,0,1
2416,5087.08,6,97,0,1,19,0,0
2417,827.27,7,231,0,0,27,1,0
2418,159.67,3,301,0,3,48,0,0
2419,147.17,6,303,1,0,54,0,0
2420,836.5,7,290,1,1,36,0,1
2421,361.57,3,136,1,1,26,1,0
2422,135.44,9,238,0,3,60,0,1
2423,2217.19,6,54,2,3,69,1,0
2424,1020.18,6,87,0,3,69,2,1
2425,612.14,13,228,1,3,66,2,1
2426,3555.13,5,60,0,0,43,1,1
2427,285.18,8,293,0,2,64,1,0
2428,4782.58,6,274,1,0,53,1,0
2429,665.24,4,10,4,3,51,1,0
2430,3389.3,9,251,0,0,35,1,1
2431,1485.51,4,68,0,0,35,2,1
2432,2729.16,4,199,1,0,28,1,0
2433,6303.98,7,86,0,3,63,0,0
2434,610.37,5,363,1,3,30,1,0
2435,4971.51,8,332,0,3,51,0,0
2436,840.17,6,303,0,4,34,1,0
2437,830.45,5,37,3,2,47,0,0
2438,724.15,4,200,0,1,36,0,0
2439,1269.39,4,43,0,4,44,0,0
2440,351.11,7,210,0,4,65,1,0
2441,1310.18,5,281,0,4,47,0,0
2442,1270.36,4,242,2,4,64,1,0
2443,2252.61,8,343,1,0,36,2,0
2444,2790.49,3,146,0,4,44,1,0
2445,970.91,8,252,0,2,28,1,0
2446,640.02,4,302,1,3,51,0,0
2447,550.31,7,203,0,1,54,0,0
2448,424.67,6,167,2,2,33,1,0
2449,189.06,5,334,0,4,53,1,0
2450,728.85,4,254,1,3,36,0,1
2451,572.58,5,342,1,4,20,1,0
2452,5190.62,7,237,1,1,57,2,0
2453,1323.68,7,183,2,4,19,0,1
2454,739.9,4,335,2,0,63,1,0
2455,1402.92,4,261,0,0,60,1,0
2456,324.83,5,113,0,4,54,1,0
2457,980.6,8,178,0,3,29,0,0
2458,1576.19,6,298,0,1,35,1,1
2459,1106.78,7,162,1,4,26,1,1
2460,870.69,5,309,2,1,48,1,1
2461,7736.56,3,21,1,4,66,0,0
2462,3284.34,5,301,1,1,65,0,1
2463,1564.88,7,60,2,4,47,1,0
2464,1363.78,7,19,0,0,69,0,1
2465,1553.99,8,291,1,4,68,1,1
2466,437.18,7,338,0,0,34,0,0
2467,854.13,3,249,1,3,30,1,1
2468,160.39,7,14,0,4,32,0,0
2469,1068.1,6,86,2,1,24,1,0
2470,1274.69,4,103,0,3,59,1,0
2471,487.67,7,222,1,0,33,1,0
2472,5087.56,7,268,0,3,18,0,0
2473,3702.86,12,177,0,4,33,0,0
2474,2020.97,6,204,1,2,53,0,1
2475,1243.38,8,3,1,4,59,0,0
2476,3159.98,6,119,2,0,18,1,0
2477,310.02,5,104,2,3,68,0,0
2478,2444.62,2,352,0,2,61,1,0
2479,299.99,8,155,3,1,18,0,0
2480,2471.35,6,220,1,3,67,1,0
2481,583.96,5,153,1,3,66,0,0
2482,3244.46,7,240,1,4,54,1,0
2483,4424.73,2,27,1,1,39,1,0
2484,341.66,4,271,0,2,45,0,0
2485,1031.73,6,158,0,3,67,0,0
2486,6043.98,9,203,0,4,52,1,0
2487,1090.75,6,187,1,4,35,1,0
2488,3087.67,3,181,1,2,65,1,1
2489,1432.76,12,78,2,1,61,0,0
2490,805.8,9,301,2,1,28,1,1
2491,604.85,4,348,0,4,34,0,1
2492,440.77,8,200,0,1,56,2,0
2493,2251.96,6,267,0,1,54,0,1
2494,832.96,4,78,0,4,48,2,0
2495,1173.93,11,179,3,3,58,1,0
2496,1116.87,7,111,0,3,49,1,0
2497,1391.56,8,214,0,1,65,1,0
2498,3110.15,3,202,1,4,50,0,0
2499,6024.54,5,228,1,3,67,0,1
2500,885.32,9,24,1,3,55,0,0
2501,2736.2,7,134,0,4,33,0,0
2502,2269.24,5,33,1,2,51,0,0
2503,1378.32,8,316,1,1,31,1,0
2504,4786.96,6,11,0,1,53,0,0
2505,435.61,6,115,0,3,32,0,0
2506,273.56,5,291,1,4,34,0,0
2507,2985.83,8,65,0,0,26,0,0
2508,967.45,8,362,0,0,31,1,0
2509,2915.67,6,346,0,4,62,1,0
2510,3453.65,3,206,0,4,41,1,0
2511,196.74,6,66,0,2,28,0,1
2512,3324.34,2,133,0,0,46,0,1
2513,992.18,4,167,2,4,42,0,1
2514,1171.35,12,79,2,4,21,1,1
2515,1577.63,5,221,0,1,49,0,0
2516,4013.31,7,166,2,0,49,1,0
2517,128.95,6,270,1,4,20,0,1
2518,1071.81,12,23,1,0,23,1,1
2519,1845.79,6,72,0,4,36,0,0
2520,2024.02,8,212,0,0,34,0,0
2521,1869.08,7,166,2,2,65,1,1
2522,316.56,7,303,0,2,22,1,0
2523,633.72,8,64,3,2,27,0,0
2524,766.42,7,230,0,3,44,1,0
2525,2547.81,6,257,0,4,53,1,0
2526,590.17,3,298,0,1,49,0,1
2527,454.92,4,324,2,3,38,0,0
2528,4835.54,3,214,1,0,65,2,0
2529,113.35,5,204,0,4,49,1,0
2530,9293.23,7,25,0,4,60,1,0
2531,1794.32,3,116,0,3,51,1,1
2532,2744.49,7,185,3,4,66,1,1
2533,623.53,7,180,1,4,32,1,0
2534,121.63,8,83,2,0,26,0,0
2535,2108.37,6,239,0,1,19,1,0
2536,2794.96,3,151,0,0,56,1,0
2537,2123.36,3,252,0,3,62,0,1
2538,331.21,8,118,0,4,23,0,0
2539,2200.15,4,138,1,4,44,0,1
2540,2297.51,9,364,0,1,38,0,0
2541,1711.79,4,164,0,1,51,1,1
2542,2279.39,4,131,0,2,57,2,1
2543,2905.44,7,72,1,1,39,1,0
2544,1526.34,7,333,1,0,25,1,1
2545,239.17,5,176,0,4,37,1,0
2546,1103.06,6,112,2,0,55,2,0
2547,221.24,8,66,0,0,26,0,1
2548,885.22,6,131,0,0,36,0,0
2549,884.11,6,63,1,0,49,2,0
2550,202.43,6,15,3,0,28,0,0
2551,743.45,5,130,1,0,45,2,0
2552,276.48,7,145,1,4,66,0,0
2553,2577.23,3,267,0,0,53,0,0
2554,4525.79,5,261,3,3,38,1,0
2555,212.6,6,326,1,0,19,1,1
2556,4755.48,8,323,1,2,24,1,0
2557,1209.03,4,279,0,0,69,1,1
2558,634.08,10,96,0,2,42,0,0
2559,219.96,3,63,0,4,59,1,1
2560,1141.59,4,239,1,3,53,1,0
2561,2473.58,7,29,1,4,38,2,0
2562,1941.82,6,145,2,4,55,0,1
2563,177.3,8,163,0,0,58,1,1
2564,213.54,3,176,0,2,30,1,0
2565,873.44,9,341,2,3,43,0,0
2566,624.95,8,87,0,0,40,0,0
2567,496.7,3,304,1,2,30,0,1
2568,594.85,7,309,1,0,53,2,0
2569,2540.51,4,117,1,4,46,1,0
2570,4072.44,5,203,0,2,26,1,0
2571,879.05,6,257,1,1,37,1,0
2572,3648.46,5,135,0,0,38,1,0
2573,681.8,7,233,0,4,58,0,0
2574,1070.65,6,77,1,2,25,1,0
2575,484.33,7,84,0,4,43,1,1
2576,1634.46,4,198,2,0,55,1,1
2577,5893.5,5,286,1,0,44,1,0
2578,1487.59,4,70,1,0,40,1,0
2579,764.32,5,98,2,3,48,0,0
2580,1665.41,5,99,1,3,31,1,0
2581,296.74,6,84,3,0,34,0,0
2582,3392.74,5,166,0,3,69,1,1
2583,1149.0,7,158,1,4,25,1,0
2584,994.98,6,97,1,2,27,2,1
2585,1422.34,8,310,4,3,32,0,0
2586,1570.38,6,344,0,3,48,0,0
2587,211.72,6,104,2,3,40,1,1
2588,1821.47,7,272,1,3,51,0,0
2589,515.47,4,283,0,1,40,1,0
2590,1977.4,8,100,1,2,38,1,1
2591,2693.47,7,278,0,4,27,0,0
2592,2544.14,8,46,1,3,39,1,0
2593,1306.12,8,161,1,1,59,1,0
2594,1201.48,6,100,0,0,46,1,0
2595,331.26,6,313,0,0,66,1,0
2596,2339.79,6,326,1,1,34,0,0
2597,574.96,8,196,0,4,45,0,1
2598,1129.84,4,276,0,1,57,1,1
2599,601.69,7,4,0,0,40,1,0
2600,315.51,7,10,2,3,61,1,0
2601,1589.59,4,263,2,0,18,0,1
2602,183.8,9,313,2,2,59,0,0
2603,2171.33,8,311,4,2,19,0,0
2604,673.18,4,159,0,0,34,1,0
2605,100.2,5,320,0,0,51,1,0
2606,1173.49,3,91,1,3,30,1,0
2607,171.98,5,13,0,3,24,1,1
2608,584.8,4,75,0,2,43,1,1
2609,1941.25,6,329,2,4,45,0,0
2610,197.11,7,189,0,0,24,1,0
2611,2842.68,7,10,1,3,26,1,0
2612,105.74,5,152,1,0,64,0,0
2613,525.18,5,355,0,2,42,0,0
2614,2125.84,6,331,2,3,58,0,1
2615,670.29,9,116,1,1,56,0,0
2616,261.2,6,129,1,2,61,1,1
2617,769.98,9,5,0,0,25,0,0
2618,572.87,3,7,0,3,24,0,0
2619,2874.51,8,242,1,2,23,0,1
2620,663.89,12,101,1,0,27,1,0
2621,2433.37,5,230,0,4,44,0,0
2622,3436.66,7,257,1,3,37,0,0
2623,953.26,4,288,2,4,20,0,0
2624,3710.97,4,145,0,2,47,1,1
2625,810.58,2,274,1,3,47,1,0
2626,5089.63,4,68,0,0,49,0,0
2627,240.3,7,49,0,4,48,0,0
2628,1842.42,4,269,1,2,38,0,0
2629,1121.28,3,69,1,0,37,1,0
2630,835.67,7,324,1,0,29,1,0
2631,1602.41,5,87,4,0,52,0,0
2632,1925.37,4,133,2,0,69,0,0
2633,106.56,7,77,0,4,35,2,1
2634,374.0,3,62,0,0,40,0,1
2635,1972.65,4,73,1,1,45,0,0
2636,1746.65,11,68,0,3,31,1,1
2637,5174.19,8,218,1,0,65,1,1
2638,2247.17,5,78,1,0,25,1,1
2639,4616.96,2,246,1,1,33,1,0
2640,1918.72,4,258,1,3,66,0,0
2641,630.84,8,95,0,0,18,1,1
2642,267.01,8,178,0,0,22,2,0
2643,2383.68,4,307,2,0,22,0,0
2644,1649.87,8,2,1,1,40,0,1
2645,174.08,3,320,1,3,35,1,1
2646,769.55,6,172,0,2,52,1,0
2647,4812.87,3,52,2,3,21,1,1
2648,1140.92,5,37,2,1,46,1,0
2649,950.38,6,66,1,3,33,1,0
2650,1017.9,4,92,1,0,37,0,0
2651,451.46,5,184,0,1,40,0,0
2652,789.98,6,279,1,1,22,1,0
2653,792.61,3,199,2,3,65,0,1
2654,180.66,6,167,1,3,54,1,1
2655,2288.73,7,232,1,4,67,1,0
2656,908.08,3,86,0,3,46,0,0
2657,2690.47,6,316,0,3,18,2,1
2658,2949.16,6,312,0,0,18,0,0
2659,457.37,8,354,3,2,48,1,0
2660,1706.58,9,260,0,2,60,1,0
2661,1058.79,8,41,1,2,25,0,0
2662,3282.36,5,99,0,3,50,0,0
2663,464.52,8,159,1,2,58,2,0
2664,1798.94,7,235,2,4,67,0,1
2665,1503.79,8,32,0,1,49,1,1
2666,624.98,6,43,1,4,57,1,1
2667,320.32,6,262,1,4,35,1,1
2668,1681.78,6,92,0,2,25,1,0
2669,2112.54,8,209,3,2,42,0,0
2670,668.88,6,267,1,4,57,0,0
2671,1652.75,3,169,1,4,30,1,0
2672,854.11,5,283,0,4,65,0,1
2673,1973.49,8,189,1,4,65,1,1
2674,433.24,8,76,0,4,39,0,1
2675,3413.85,7,13,0,3,24,1,1
2676,608.27,4,351,0,4,49,0,1
2677,787.79,2,35,1,1,47,0,1
2678,189.77,5,25,2,2,21,0,0
2679,277.35,10,292,1,1,53,0,0
2680,1188.08,6,149,1,0,36,1,0
2681,567.13,5,112,1,2,43,1,0
2682,2807.09,5,311,0,1,31,0,0
2683,122.2,8,36,0,4,32,2,0
2684,814.86,5,155,0,4,25,0,0
2685,717.25,7,202,0,2,52,0,0
2686,129.28,3,26,1,3,29,0,0
2687,299.21,8,173,2,4,21,1,0
2688,900.74,4,8,0,1,68,1,0
2689,1118.47,4,331,0,2,29,0,1
2690,877.0,7,125,1,3,49,1,1
2691,1235.53,5,239,1,4,58,1,0
2692,1456.29,8,205,2,3,50,0,0
2693,114.96,7,169,1,1,27,0,0
2694,1035.7,9,83,1,2,42,0,1
2695,5065.63,4,83,0,4,60,0,0
2696,1197.93,6,74,0,3,60,2,0
2697,1797.67,7,284,1,2,57,0,1
2698,660.65,4,153,2,1,34,1,0
2699,2330.77,5,335,0,2,28,2,0
2700,2323.69,9,163,0,4,59,1,0
2701,1205.01,5,336,1,0,69,2,0
2702,5695.42,5,37,0,2,59,1,0
2703,301.24,5,155,1,4,62,0,1
2704,125.64,5,261,1,3,66,1,0
2705,2305.55,9,88,2,2,48,0,0
2706,2568.81,8,194,0,2,32,1,0
2707,292.1,8,360,2,0,31,0,1
2708,563.02,6,245,1,0,28,0,0
2709,126.56,8,57,3,0,28,0,1
2710,620.74,5,189,1,0,67,1,0
2711,2325.15,8,127,1,4,33,0,1
2712,1194.59,3,316,2,0,59,1,0
2713,741.79,3,32,2,0,19,0,0
2714,797.2,6,300,0,1,44,1,1
2715,102.03,6,215,2,0,38,0,0
2716,634.59,9,346,0,4,68,0,1
2717,1659.63,7,122,1,4,57,1,1
2718,5585.75,6,325,0,4,49,1,0
2719,2916.57,9,189,0,3,35,0,1
2720,135.82,6,327,0,3,62,1,0
2721,3532.44,8,162,0,1,38,0,0
2722,2393.16,5,242,1,3,31,1,0
2723,2373.76,8,120,2,1,27,1,1
2724,1018.72,7,86,1,3,22,0,0
2725,861.26,6,277,2,2,18,1,1
2726,641.27,4,52,2,1,32,1,0
2727,201.93,6,120,1,3,40,0,0
2728,488.61,6,39,2,2,43,0,1
2729,524.75,5,301,1,1,21,0,0
2730,1092.7,2,345,0,1,43,0,0
2731,2164.19,7,171,3,2,40,0,0
2732,1063.14,7,339,0,1,45,1,0
2733,189.38,8,199,0,2,64,1,0
2734,4847.64,9,194,0,2,60,0,0
2735,4389.82,8,108,0,1,30,1,0
2736,2407.0,2,132,2,1,33,0,0
2737,7221.47,6,244,1,0,27,0,0
2738,1279.48,5,111,2,0,60,0,0
2739,5035.89,9,60,1,4,63,0,0
2740,217.92,4,306,0,4,27,0,0
2741,782.8,2,343,0,2,18,1,0
2742,483.08,3,303,0,1,39,2,0
2743,426.92,4,17,0,2,55,0,0
2744,327.64,8,342,1,0,45,0,1
2745,1560.93,5,163,1,4,23,0,0
2746,2380.23,8,8,0,2,63,0,0
2747,1395.19,12,56,0,1,45,0,0
2748,338.43,4,188,0,4,41,1,0
2749,2600.0,8,183,1,2,62,0,1
2750,1615.72,6,263,2,4,58,1,1
2751,836.94,10,65,2,1,69,1,0
2752,1781.89,6,281,2,4,46,1,0
2753,551.47,8,24,0,2,23,0,0
2754,735.12,5,114,0,2,18,0,0
2755,3842.18,4,97,0,4,46,0,1
2756,614.8,6,96,1,1,22,0,0
2757,1052.28,5,349,0,2,67,1,0
2758,3412.84,9,65,0,3,29,1,0
2759,1945.07,5,303,0,4,25,0,0
2760,196.33,4,136,0,0,60,0,1
2761,339.03,6,173,0,2,24,0,1
2762,111.81,3,31,5,0,23,0,0
2763,1595.12,7,313,1,0,25,1,0
2764,990.42,7,135,3,1,52,0,1
2765,316.28,4,159,0,1,43,0,0
2766,4852.78,5,109,0,1,18,0,1
2767,1231.45,6,242,0,4,44,1,0
2768,515.4,8,188,1,0,45,1,0
2769,1141.53,7,184,0,2,65,1,1
2770,1807.37,4,160,1,0,48,0,0
2771,218.95,7,94,2,3,59,1,1
2772,581.76,4,317,0,0,67,0,1
2773,2567.33,7,189,1,0,69,1,0
2774,1023.35,3,76,0,4,65,0,0
2775,1286.4,4,355,1,2,27,0,0
2776,950.61,5,266,0,3,45,0,0
2777,167.34,12,69,2,4,29,1,0
2778,371.83,6,87,1,3,32,1,1
2779,984.65,5,329,0,0,19,0,0
2780,452.04,4,97,2,2,35,0,1
2781,176.91,3,254,1,0,61,1,0
2782,2883.48,8,293,3,4,60,0,0
2783,6060.25,5,353,1,2,40,1,0
2784,2463.59,2,2,2,3,27,1,0
2785,2984.01,1,298,1,2,23,1,1
2786,515.56,7,196,0,2,34,2,0
2787,4952.01,6,350,1,4,66,1,0
2788,428.96,6,138,0,4,66,0,1
2789,4637.12,10,31,1,0,20,1,0
2790,7994.22,2,207,1,2,18,1,0
2791,1965.75,3,6,1,2,27,0,0
2792,6056.36,6,65,3,1,21,0,1
2793,1364.35,5,249,0,0,54,0,0
2794,550.73,6,202,0,1,30,0,1
2795,961.7,9,81,0,4,45,0,0
2796,1450.48,8,336,1,3,48,1,0
2797,213.83,6,336,3,0,34,0,0
2798,1560.65,7,355,0,2,52,0,0
2799,6059.08,5,59,1,1,34,1,0
2800,416.28,5,220,1,2,21,0,0
2801,2459.62,6,243,0,3,31,0,1
2802,3677.3,6,141,1,2,54,1,0
2803,4415.63,4,262,1,1,50,1,1
2804,4933.41,7,187,0,0,29,0,0
2805,1205.52,9,231,3,2,19,0,0
2806,5778.61,4,90,1,1,23,0,0
2807,2223.96,7,364,2,4,62,1,1
2808,364.52,4,246,0,2,51,0,1
2809,1071.97,9,322,0,2,67,1,0
2810,2000.53,4,342,0,3,57,0,0
2811,526.21,12,42,0,2,46,0,0
2812,1635.04,9,145,0,1,28,1,0
2813,1747.62,11,23,2,3,27,1,0
2814,366.36,8,143,0,3,53,1,0
2815,1348.91,10,56,1,2,36,0,1
2816,2315.16,8,222,0,0,19,0,0
2817,1136.41,9,65,1,4,19,1,1
2818,118.27,9,361,1,0,30,0,0
2819,113.62,5,336,0,1,48,1,0
2820,762.48,6,217,1,2,57,1,0
2821,4009.47,7,112,0,2,18,0,0
2822,489.47,6,250,1,4,31,0,0
2823,1609.17,3,87,0,0,33,0,1
2824,476.69,6,290,0,0,30,1,0
2825,682.18,4,357,1,0,64,1,1
2826,2926.23,8,112,1,0,64,1,0
2827,2057.69,2,241,0,3,42,0,0
2828,250.39,2,268,0,4,55,1,0
2829,939.77,4,87,2,1,24,1,0
2830,144.41,3,72,0,0,47,0,1
2831,1083.46,6,227,1,4,34,1,0
2832,1728.99,1,128,0,4,60,1,0
2833,289.2,5,80,0,2,41,0,0
2834,611.38,5,84,1,1,55,0,1
2835,860.84,4,28,1,1,34,0,1
2836,3879.83,3,306,2,1,34,0,0
2837,7598.43,6,138,1,3,42,0,1
2838,168.93,6,351,1,0,59,1,1
2839,2246.99,4,11,1,0,26,0,0
2840,797.16,3,175,0,0,20,0,0
2841,847.5,7,136,0,4,62,0,1
2842,2205.25,3,31,2,3,63,0,0
2843,3859.37,8,357,1,1,49,1,0
2844,4621.72,6,165,3,2,20,1,1
2845,1391.01,11,161,0,1,18,1,0
2846,762.7,3,137,0,4,57,0,0
2847,2423.57,7,174,0,0,25,1,0
2848,533.53,7,269,0,2,47,1,0
2849,1345.42,7,244,1,4,52,0,0
2850,766.1,5,52,1,2,44,1,0
2851,1703.42,7,189,0,3,30,1,1
2852,512.44,7,10,1,2,23,0,0
2853,419.03,3,170,1,2,49,1,1
2854,3855.93,4,165,0,4,20,2,1
2855,261.05,4,15,2,2,21,0,1
2856,1157.7,7,362,0,4,45,0,0
2857,474.33,3,156,0,0,62,2,0
2858,159.56,6,165,0,4,61,2,0
2859,155.03,4,193,0,0,40,1,0
2860,388.96,9,315,0,3,30,0,0
2861,3123.52,4,56,1,1,40,0,1
2862,597.93,8,286,1,0,20,0,1
2863,4607.44,3,244,1,3,55,1,1
2864,1407.06,5,64,1,0,41,1,0
2865,960.69,4,323,1,2,29,0,0
2866,1401.57,7,276,0,1,26,0,0
2867,1190.67,6,246,1,3,18,0,0
2868,2233.05,3,99,0,3,37,1,0
2869,597.97,13,283,2,2,34,0,0
2870,753.23,2,140,1,0,49,1,1
2871,3467.81,5,109,0,3,22,0,1
2872,4490.89,7,243,1,0,37,1,1
2873,3446.21,5,41,1,0,43,0,1
2874,915.66,8,208,2,2,60,1,0
2875,2373.69,6,224,2,0,67,1,0
2876,1070.36,5,51,1,1,56,0,0
2877,1132.36,8,353,1,2,45,1,1
2878,443.52,8,80,2,2,24,0,0
2879,1441.54,3,29,0,4,25,0,1
2880,408.94,6,347,1,1,40,2,0
2881,704.22,4,223,1,3,24,0,1
2882,2996.84,5,51,2,0,60,0,1
2883,448.04,6,315,0,0,41,0,0
2884,210.73,8,88,1,2,65,1,0
2885,207.26,7,159,1,0,40,0,0
2886,4339.86,4,137,0,1,35,1,1
2887,1160.63,7,109,0,3,41,1,0
2888,889.96,4,286,1,0,30,0,0
2889,2598.05,5,90,0,2,25,1,0
2890,2810.24,6,296,0,1,62,0,1
2891,705.63,5,7,4,3,40,0,0
2892,1874.38,6,139,1,1,58,0,1
2893,2311.85,5,3,2,1,57,1,0
2894,1694.8,10,253,0,1,64,1,0
2895,346.6,7,225,1,0,36,0,1
2896,3229.8,2,20,1,1,36,0,0
2897,1261.84,6,261,2,0,27,1,0
2898,597.92,8,162,0,1,52,1,0
2899,930.67,3,142,2,3,27,0,1
2900,157.44,5,45,1,2,61,1,1
2901,305.22,5,309,2,0,25,0,0
2902,2275.75,3,280,1,2,61,1,1
2903,100.02,5,222,1,3,29,0,1
2904,908.24,7,191,3,2,41,0,1
2905,1208.82,4,9,0,1,24,0,0
2906,184.28,5,191,0,3,39,0,0
2907,5522.23,3,312,4,0,63,0,0
2908,484.52,7,333,2,3,19,1,0
2909,644.04,4,333,1,0,53,1,0
2910,643.48,5,199,0,1,37,0,1
2911,492.86,5,203,0,4,65,1,0
2912,102.21,5,128,2,1,32,0,0
2913,2060.36,5,113,1,1,36,1,0
2914,5209.87,7,42,0,2,28,0,0
2915,480.97,5,1,0,4,19,0,0
2916,1731.72,8,64,0,3,58,1,0
2917,2131.59,5,220,2,4,23,0,0
2918,2930.02,4,72,0,1,65,1,1
2919,923.91,3,15,0,2,58,0,1
2920,641.31,5,325,1,4,68,1,0
2921,690.22,4,301,0,3,38,0,1
2922,1970.43,2,89,1,4,18,1,0
2923,2645.6,5,80,1,0,59,1,1
2924,400.63,6,168,0,0,32,1,0
2925,795.3,6,91,0,3,67,1,0
2926,3583.27,5,63,0,4,36,0,1
2927,2565.22,4,349,0,2,55,1,0
2928,6385.46,4,180,1,3,59,1,0
2929,2205.15,7,263,1,1,34,1,0
2930,849.32,2,216,1,1,49,1,0
2931,1439.73,6,311,3,3,35,0,0
2932,1722.7,5,47,0,1,66,1,0
2933,222.56,7,353,0,0,43,1,1
2934,1279.53,7,166,1,2,54,2,0
2935,1953.3,9,360,1,2,27,0,0
2936,374.66,5,299,1,2,51,1,0
2937,2375.5,2,198,2,4,35,1,0
2938,1414.79,8,136,2,3,37,0,0
2939,4661.78,10,342,1,1,69,0,0
2940,165.02,3,178,1,4,59,1,1
2941,562.49,6,78,0,1,66,0,0
2942,1480.27,7,141,1,3,34,0,0
2943,627.66,3,306,0,1,35,0,1
2944,1979.87,11,96,1,4,37,1,1
2945,2234.47,6,334,1,4,20,1,1
2946,262.24,3,163,1,4,50,0,0
2947,1181.87,6,25,2,2,45,1,0
2948,1166.63,8,31,2,0,39,1,0
2949,791.34,6,247,2,4,57,1,0
2950,4152.91,6,49,1,0,34,1,0
2951,2736.09,4,171,1,4,40,1,0
2952,1892.07,8,301,1,1,52,0,0
2953,1979.36,3,116,0,3,52,1,0
2954,1029.05,12,212,1,4,49,1,0
2955,3907.36,7,357,2,2,42,1,0
2956,1879.18,6,7,2,4,35,0,0
2957,2058.35,7,202,0,1,66,1,0
2958,3067.4,5,134,0,1,30,1,1
2959,580.46,5,217,0,1,69,1,0
2960,2568.15,6,306,1,1,64,0,0
2961,425.82,6,301,0,4,35,0,0
2962,735.46,2,182,0,0,60,0,0
2963,713.33,8,124,0,1,27,2,0
2964,5861.33,10,145,1,1,48,0,0
