VentaID,Fecha,ProductoID,TiendaID,Cantidad,PrecioUnitario,Ingreso,StockActual,NombreTienda,Ciudad,Canal,NombreProducto,Categoría,CostoUnitario,Mes,Mes_Nombre,Margen
194,2025-03-24,41,10,1,417.76,417.76,34,Tienda 10,Frederickburgh,Físico,Electrónica Probably 41,Electrónica,123.98,3,March,293.78
195,2025-01-07,8,7,3,284.42,853.26,62,Tienda 7,West Chadborough,Online,Juguetes Seat 8,Juguetes,68.73,1,January,215.69
196,2025-01-27,37,2,2,216.61,433.22,49,Tienda 2,South Natasha,Físico,Juguetes Beyond 37,Juguetes,373.71,1,January,-157.09999999999997
197,2025-04-13,3,2,5,258.87,1294.35,85,Tienda 2,South Natasha,Físico,Deportes Notice 3,Deportes,21.45,4,April,237.42000000000002
198,2025-01-24,40,6,4,245.98,983.92,156,Tienda 6,Smithstad,Online,Deportes Specific 40,Deportes,65.72,1,January,180.26
199,2024-11-21,29,7,5,485.34,2426.7,47,Tienda 7,West Chadborough,Online,Ropa Art 29,Ropa,268.71,11,November,216.63
200,2025-02-11,5,6,5,402.4,2012.0,63,Tienda 6,Smithstad,Online,Electrónica Black 5,Electrónica,95.72,2,February,306.67999999999995
201,2024-12-10,8,5,2,284.42,568.84,62,Tienda 5,New Kristen,Físico,Juguetes Seat 8,Juguetes,68.73,12,December,215.69
202,2024-12-21,8,2,3,284.42,853.26,62,Tienda 2,South Natasha,Físico,Juguetes Seat 8,Juguetes,68.73,12,December,215.69
203,2025-02-17,17,9,4,424.42,1697.68,70,Tienda 9,Nobleside,Físico,Ropa Another 17,Ropa,146.82,2,February,277.6
204,2025-04-06,25,1,4,79.54,318.16,73,Tienda 1,New Michael,Online,Deportes Spring 25,Deportes,43.45,4,April,36.09
205,2024-12-25,47,5,1,480.93,480.93,95,Tienda 5,New Kristen,Físico,Deportes Decide 47,Deportes,84.08,12,December,396.85
206,2025-02-08,38,6,4,392.0,1568.0,100,Tienda 6,Smithstad,Online,Electrónica Budget 38,Electrónica,112.89,2,February,279.11
207,2025-03-11,14,9,4,331.85,1327.4,171,Tienda 9,Nobleside,Físico,Ropa Cell 14,Ropa,274.44,3,March,57.410000000000025
208,2025-01-14,4,9,1,467.99,467.99,135,Tienda 9,Nobleside,Físico,Electrónica Five 4,Electrónica,265.94,1,January,202.05
209,2025-01-27,27,2,4,166.94,667.76,146,Tienda 2,South Natasha,Físico,Ropa Decade 27,Ropa,74.83,1,January,92.11
210,2025-04-10,17,8,3,424.42,1273.26,70,Tienda 8,Rushton,Físico,Ropa Another 17,Ropa,146.82,4,April,277.6
211,2025-03-12,13,6,5,414.16,2070.8,28,Tienda 6,Smithstad,Online,Hogar Such 13,Hogar,59.12,3,March,355.04
212,2025-01-02,6,8,1,100.06,100.06,125,Tienda 8,Rushton,Físico,Electrónica Side 6,Electrónica,337.64,1,January,-237.57999999999998
213,2025-04-02,40,4,3,245.98,737.94,156,Tienda 4,Murphyshire,Físico,Deportes Specific 40,Deportes,65.72,4,April,180.26
214,2025-02-22,24,2,4,498.41,1993.64,9,Tienda 2,South Natasha,Físico,Deportes Half 24,Deportes,152.42,2,February,345.99
215,2025-03-20,12,7,4,184.91,739.64,160,Tienda 7,West Chadborough,Online,Electrónica Election 12,Electrónica,250.44,3,March,-65.53
216,2025-03-21,3,4,1,258.87,258.87,85,Tienda 4,Murphyshire,Físico,Deportes Notice 3,Deportes,21.45,3,March,237.42000000000002
217,2024-12-27,48,9,4,294.3,1177.2,46,Tienda 9,Nobleside,Físico,Juguetes Rule 48,Juguetes,378.19,12,December,-83.88999999999999
218,2025-05-20,17,7,2,424.42,848.84,70,Tienda 7,West Chadborough,Online,Ropa Another 17,Ropa,146.82,5,May,277.6
219,2025-03-01,3,8,1,258.87,258.87,85,Tienda 8,Rushton,Físico,Deportes Notice 3,Deportes,21.45,3,March,237.42000000000002
220,2025-05-15,24,7,1,498.41,498.41,9,Tienda 7,West Chadborough,Online,Deportes Half 24,Deportes,152.42,5,May,345.99
221,2025-02-24,5,2,4,402.4,1609.6,63,Tienda 2,South Natasha,Físico,Electrónica Black 5,Electrónica,95.72,2,February,306.67999999999995
222,2025-04-20,39,4,1,201.94,201.94,13,Tienda 4,Murphyshire,Físico,Ropa Sense 39,Ropa,112.96,4,April,88.98
223,2025-04-04,49,9,2,336.82,673.64,168,Tienda 9,Nobleside,Físico,Deportes Bag 49,Deportes,107.5,4,April,229.32
224,2024-11-21,40,3,2,245.98,491.96,156,Tienda 3,South Anthony,Online,Deportes Specific 40,Deportes,65.72,11,November,180.26
225,2025-03-18,41,4,1,417.76,417.76,34,Tienda 4,Murphyshire,Físico,Electrónica Probably 41,Electrónica,123.98,3,March,293.78
226,2025-04-18,6,5,2,100.06,200.12,125,Tienda 5,New Kristen,Físico,Electrónica Side 6,Electrónica,337.64,4,April,-237.57999999999998
227,2025-04-19,4,5,2,467.99,935.98,135,Tienda 5,New Kristen,Físico,Electrónica Five 4,Electrónica,265.94,4,April,202.05
228,2025-05-13,16,3,4,461.98,1847.92,184,Tienda 3,South Anthony,Online,Deportes State 16,Deportes,162.94,5,May,299.04
229,2024-12-20,50,6,4,260.09,1040.36,123,Tienda 6,Smithstad,Online,Electrónica Teacher 50,Electrónica,20.14,12,December,239.95
230,2024-12-24,37,7,1,216.61,216.61,49,Tienda 7,West Chadborough,Online,Juguetes Beyond 37,Juguetes,373.71,12,December,-157.09999999999997
231,2025-04-19,34,8,4,219.82,879.28,93,Tienda 8,Rushton,Físico,Ropa System 34,Ropa,183.17,4,April,36.650000000000006
232,2025-02-02,25,4,5,79.54,397.7,73,Tienda 4,Murphyshire,Físico,Deportes Spring 25,Deportes,43.45,2,February,36.09
233,2024-11-28,27,1,4,166.94,667.76,146,Tienda 1,New Michael,Online,Ropa Decade 27,Ropa,74.83,11,November,92.11
234,2025-03-01,21,7,4,360.67,1442.68,166,Tienda 7,West Chadborough,Online,Deportes Protect 21,Deportes,20.35,3,March,340.32
235,2024-11-19,26,8,1,179.17,179.17,30,Tienda 8,Rushton,Físico,Juguetes Team 26,Juguetes,53.57,11,November,125.6
236,2025-03-09,1,9,1,275.4,275.4,10,Tienda 9,Nobleside,Físico,Electrónica Blue 1,Electrónica,116.96,3,March,158.44
237,2025-03-30,27,7,3,166.94,500.82,146,Tienda 7,West Chadborough,Online,Ropa Decade 27,Ropa,74.83,3,March,92.11
238,2025-02-24,6,6,2,100.06,200.12,125,Tienda 6,Smithstad,Online,Electrónica Side 6,Electrónica,337.64,2,February,-237.57999999999998
239,2025-03-25,33,9,5,348.54,1742.7,157,Tienda 9,Nobleside,Físico,Electrónica Significant 33,Electrónica,261.94,3,March,86.60000000000002
240,2025-04-08,7,8,5,326.05,1630.25,191,Tienda 8,Rushton,Físico,Hogar East 7,Hogar,25.6,4,April,300.45
241,2025-03-18,32,9,3,365.56,1096.68,169,Tienda 9,Nobleside,Físico,Juguetes Song 32,Juguetes,194.76,3,March,170.8
242,2024-11-29,24,2,3,498.41,1495.23,9,Tienda 2,South Natasha,Físico,Deportes Half 24,Deportes,152.42,11,November,345.99
243,2024-12-04,15,2,1,483.51,483.51,135,Tienda 2,South Natasha,Físico,Ropa Statement 15,Ropa,31.13,12,December,452.38
244,2025-01-04,47,9,5,480.93,2404.65,95,Tienda 9,Nobleside,Físico,Deportes Decide 47,Deportes,84.08,1,January,396.85
245,2025-01-19,44,8,5,307.58,1537.9,181,Tienda 8,Rushton,Físico,Electrónica Sell 44,Electrónica,167.65,1,January,139.92999999999998
246,2025-03-13,34,7,1,219.82,219.82,93,Tienda 7,West Chadborough,Online,Ropa System 34,Ropa,183.17,3,March,36.650000000000006
247,2025-02-07,6,7,2,100.06,200.12,125,Tienda 7,West Chadborough,Online,Electrónica Side 6,Electrónica,337.64,2,February,-237.57999999999998
248,2025-03-12,4,8,3,467.99,1403.97,135,Tienda 8,Rushton,Físico,Electrónica Five 4,Electrónica,265.94,3,March,202.05
249,2025-01-14,48,4,5,294.3,1471.5,46,Tienda 4,Murphyshire,Físico,Juguetes Rule 48,Juguetes,378.19,1,January,-83.88999999999999
250,2025-03-14,22,4,3,390.92,1172.76,66,Tienda 4,Murphyshire,Físico,Electrónica Serve 22,Electrónica,349.9,3,March,41.02000000000004
251,2025-04-15,33,8,4,348.54,1394.16,157,Tienda 8,Rushton,Físico,Electrónica Significant 33,Electrónica,261.94,4,April,86.60000000000002
252,2025-01-05,12,1,4,184.91,739.64,160,Tienda 1,New Michael,Online,Electrónica Election 12,Electrónica,250.44,1,January,-65.53
253,2024-12-30,50,2,3,260.09,780.27,123,Tienda 2,South Natasha,Físico,Electrónica Teacher 50,Electrónica,20.14,12,December,239.95
254,2025-04-15,9,6,1,261.46,261.46,181,Tienda 6,Smithstad,Online,Ropa Against 9,Ropa,112.32,4,April,149.14
255,2025-03-15,34,5,4,219.82,879.28,93,Tienda 5,New Kristen,Físico,Ropa System 34,Ropa,183.17,3,March,36.650000000000006
256,2025-03-02,7,2,2,326.05,652.1,191,Tienda 2,South Natasha,Físico,Hogar East 7,Hogar,25.6,3,March,300.45
257,2025-04-21,44,9,1,307.58,307.58,181,Tienda 9,Nobleside,Físico,Electrónica Sell 44,Electrónica,167.65,4,April,139.92999999999998
258,2024-12-20,48,6,3,294.3,882.9,46,Tienda 6,Smithstad,Online,Juguetes Rule 48,Juguetes,378.19,12,December,-83.88999999999999
259,2025-02-11,6,8,4,100.06,400.24,125,Tienda 8,Rushton,Físico,Electrónica Side 6,Electrónica,337.64,2,February,-237.57999999999998
260,2025-03-31,4,5,4,467.99,1871.96,135,Tienda 5,New Kristen,Físico,Electrónica Five 4,Electrónica,265.94,3,March,202.05
261,2024-12-08,12,7,5,184.91,924.55,160,Tienda 7,West Chadborough,Online,Electrónica Election 12,Electrónica,250.44,12,December,-65.53
262,2025-04-02,44,2,2,307.58,615.16,181,Tienda 2,South Natasha,Físico,Electrónica Sell 44,Electrónica,167.65,4,April,139.92999999999998
263,2025-01-20,12,7,1,184.91,184.91,160,Tienda 7,West Chadborough,Online,Electrónica Election 12,Electrónica,250.44,1,January,-65.53
264,2025-04-25,14,8,4,331.85,1327.4,171,Tienda 8,Rushton,Físico,Ropa Cell 14,Ropa,274.44,4,April,57.410000000000025
265,2025-01-26,17,7,3,424.42,1273.26,70,Tienda 7,West Chadborough,Online,Ropa Another 17,Ropa,146.82,1,January,277.6
266,2025-05-20,34,1,1,219.82,219.82,93,Tienda 1,New Michael,Online,Ropa System 34,Ropa,183.17,5,May,36.650000000000006
267,2025-05-09,33,6,1,348.54,348.54,157,Tienda 6,Smithstad,Online,Electrónica Significant 33,Electrónica,261.94,5,May,86.60000000000002
268,2025-02-24,25,6,1,79.54,79.54,73,Tienda 6,Smithstad,Online,Deportes Spring 25,Deportes,43.45,2,February,36.09
269,2025-02-11,12,6,1,184.91,184.91,160,Tienda 6,Smithstad,Online,Electrónica Election 12,Electrónica,250.44,2,February,-65.53
270,2025-01-31,32,4,2,365.56,731.12,169,Tienda 4,Murphyshire,Físico,Juguetes Song 32,Juguetes,194.76,1,January,170.8
271,2025-04-05,10,5,1,48.13,48.13,184,Tienda 5,New Kristen,Físico,Hogar Occur 10,Hogar,44.91,4,April,3.220000000000006
272,2025-03-17,4,5,5,467.99,2339.95,135,Tienda 5,New Kristen,Físico,Electrónica Five 4,Electrónica,265.94,3,March,202.05
273,2025-05-18,23,1,5,312.51,1562.55,133,Tienda 1,New Michael,Online,Deportes About 23,Deportes,177.18,5,May,135.32999999999998
274,2024-12-07,43,9,2,370.51,741.02,148,Tienda 9,Nobleside,Físico,Deportes Market 43,Deportes,63.95,12,December,306.56
275,2024-12-28,48,4,4,294.3,1177.2,46,Tienda 4,Murphyshire,Físico,Juguetes Rule 48,Juguetes,378.19,12,December,-83.88999999999999
276,2025-03-07,20,10,2,122.66,245.32,117,Tienda 10,Frederickburgh,Físico,Hogar Reach 20,Hogar,207.12,3,March,-84.46000000000001
277,2025-04-23,40,8,1,245.98,245.98,156,Tienda 8,Rushton,Físico,Deportes Specific 40,Deportes,65.72,4,April,180.26
278,2025-02-14,2,10,3,202.19,606.57,130,Tienda 10,Frederickburgh,Físico,Juguetes Face 2,Juguetes,62.52,2,February,139.67
279,2025-01-22,45,6,5,295.48,1477.4,164,Tienda 6,Smithstad,Online,Juguetes Little 45,Juguetes,90.19,1,January,205.29000000000002
280,2025-05-13,49,10,5,336.82,1684.1,168,Tienda 10,Frederickburgh,Físico,Deportes Bag 49,Deportes,107.5,5,May,229.32
281,2025-03-20,37,1,2,216.61,433.22,49,Tienda 1,New Michael,Online,Juguetes Beyond 37,Juguetes,373.71,3,March,-157.09999999999997
282,2024-12-12,25,1,3,79.54,238.62,73,Tienda 1,New Michael,Online,Deportes Spring 25,Deportes,43.45,12,December,36.09
283,2024-12-01,10,10,3,48.13,144.39,184,Tienda 10,Frederickburgh,Físico,Hogar Occur 10,Hogar,44.91,12,December,3.220000000000006
284,2025-05-17,11,1,5,401.47,2007.35,168,Tienda 1,New Michael,Online,Juguetes Seat 11,Juguetes,302.7,5,May,98.77000000000004
285,2025-05-18,25,5,1,79.54,79.54,73,Tienda 5,New Kristen,Físico,Deportes Spring 25,Deportes,43.45,5,May,36.09
286,2025-03-08,25,8,5,79.54,397.7,73,Tienda 8,Rushton,Físico,Deportes Spring 25,Deportes,43.45,3,March,36.09
287,2025-04-18,38,6,1,392.0,392.0,100,Tienda 6,Smithstad,Online,Electrónica Budget 38,Electrónica,112.89,4,April,279.11
288,2024-12-28,6,7,5,100.06,500.3,125,Tienda 7,West Chadborough,Online,Electrónica Side 6,Electrónica,337.64,12,December,-237.57999999999998
289,2025-03-15,24,4,5,498.41,2492.05,9,Tienda 4,Murphyshire,Físico,Deportes Half 24,Deportes,152.42,3,March,345.99
290,2024-11-19,18,10,5,256.49,1282.45,180,Tienda 10,Frederickburgh,Físico,Ropa Leave 18,Ropa,323.94,11,November,-67.44999999999999
291,2025-02-01,10,8,5,48.13,240.65,184,Tienda 8,Rushton,Físico,Hogar Occur 10,Hogar,44.91,2,February,3.220000000000006
292,2025-02-05,1,2,1,275.4,275.4,10,Tienda 2,South Natasha,Físico,Electrónica Blue 1,Electrónica,116.96,2,February,158.44
293,2025-01-15,9,7,1,261.46,261.46,181,Tienda 7,West Chadborough,Online,Ropa Against 9,Ropa,112.32,1,January,149.14
294,2024-11-27,4,3,3,467.99,1403.97,135,Tienda 3,South Anthony,Online,Electrónica Five 4,Electrónica,265.94,11,November,202.05
295,2024-11-25,27,7,1,166.94,166.94,146,Tienda 7,West Chadborough,Online,Ropa Decade 27,Ropa,74.83,11,November,92.11
296,2025-01-05,38,6,4,392.0,1568.0,100,Tienda 6,Smithstad,Online,Electrónica Budget 38,Electrónica,112.89,1,January,279.11
297,2025-01-11,15,7,5,483.51,2417.55,135,Tienda 7,West Chadborough,Online,Ropa Statement 15,Ropa,31.13,1,January,452.38
298,2024-11-29,13,4,1,414.16,414.16,28,Tienda 4,Murphyshire,Físico,Hogar Such 13,Hogar,59.12,11,November,355.04
299,2025-04-17,24,5,3,498.41,1495.23,9,Tienda 5,New Kristen,Físico,Deportes Half 24,Deportes,152.42,4,April,345.99
300,2025-01-06,26,8,5,179.17,895.85,30,Tienda 8,Rushton,Físico,Juguetes Team 26,Juguetes,53.57,1,January,125.6
301,2025-05-08,23,4,5,312.51,1562.55,133,Tienda 4,Murphyshire,Físico,Deportes About 23,Deportes,177.18,5,May,135.32999999999998
302,2025-01-11,22,9,3,390.92,1172.76,66,Tienda 9,Nobleside,Físico,Electrónica Serve 22,Electrónica,349.9,1,January,41.02000000000004
303,2024-12-31,12,10,5,184.91,924.55,160,Tienda 10,Frederickburgh,Físico,Electrónica Election 12,Electrónica,250.44,12,December,-65.53
304,2025-04-06,41,10,2,417.76,835.52,34,Tienda 10,Frederickburgh,Físico,Electrónica Probably 41,Electrónica,123.98,4,April,293.78
305,2025-05-09,30,4,5,467.99,2339.95,158,Tienda 4,Murphyshire,Físico,Electrónica Character 30,Electrónica,32.57,5,May,435.42
306,2024-11-21,8,2,2,284.42,568.84,62,Tienda 2,South Natasha,Físico,Juguetes Seat 8,Juguetes,68.73,11,November,215.69
307,2024-12-13,44,8,3,307.58,922.74,181,Tienda 8,Rushton,Físico,Electrónica Sell 44,Electrónica,167.65,12,December,139.92999999999998
308,2024-11-25,4,8,4,467.99,1871.96,135,Tienda 8,Rushton,Físico,Electrónica Five 4,Electrónica,265.94,11,November,202.05
309,2025-05-15,33,7,2,348.54,697.08,157,Tienda 7,West Chadborough,Online,Electrónica Significant 33,Electrónica,261.94,5,May,86.60000000000002
310,2024-12-02,1,6,2,275.4,550.8,10,Tienda 6,Smithstad,Online,Electrónica Blue 1,Electrónica,116.96,12,December,158.44
311,2025-01-22,21,9,4,360.67,1442.68,166,Tienda 9,Nobleside,Físico,Deportes Protect 21,Deportes,20.35,1,January,340.32
312,2024-11-24,2,10,2,202.19,404.38,130,Tienda 10,Frederickburgh,Físico,Juguetes Face 2,Juguetes,62.52,11,November,139.67
313,2025-01-22,14,4,3,331.85,995.55,171,Tienda 4,Murphyshire,Físico,Ropa Cell 14,Ropa,274.44,1,January,57.410000000000025
314,2025-03-31,13,1,1,414.16,414.16,28,Tienda 1,New Michael,Online,Hogar Such 13,Hogar,59.12,3,March,355.04
315,2025-03-18,42,7,4,66.76,267.04,54,Tienda 7,West Chadborough,Online,Juguetes Inside 42,Juguetes,271.07,3,March,-204.31
316,2025-02-18,39,6,4,201.94,807.76,13,Tienda 6,Smithstad,Online,Ropa Sense 39,Ropa,112.96,2,February,88.98
317,2024-11-24,23,8,1,312.51,312.51,133,Tienda 8,Rushton,Físico,Deportes About 23,Deportes,177.18,11,November,135.32999999999998
318,2024-12-16,43,8,3,370.51,1111.53,148,Tienda 8,Rushton,Físico,Deportes Market 43,Deportes,63.95,12,December,306.56
319,2024-12-20,35,1,3,379.7,1139.1,39,Tienda 1,New Michael,Online,Deportes Law 35,Deportes,109.89,12,December,269.81
320,2024-12-08,50,9,5,260.09,1300.45,123,Tienda 9,Nobleside,Físico,Electrónica Teacher 50,Electrónica,20.14,12,December,239.95
321,2025-01-03,38,9,3,392.0,1176.0,100,Tienda 9,Nobleside,Físico,Electrónica Budget 38,Electrónica,112.89,1,January,279.11
322,2025-04-10,3,3,2,258.87,517.74,85,Tienda 3,South Anthony,Online,Deportes Notice 3,Deportes,21.45,4,April,237.42000000000002
323,2024-12-07,23,7,3,312.51,937.53,133,Tienda 7,West Chadborough,Online,Deportes About 23,Deportes,177.18,12,December,135.32999999999998
324,2025-02-10,33,9,5,348.54,1742.7,157,Tienda 9,Nobleside,Físico,Electrónica Significant 33,Electrónica,261.94,2,February,86.60000000000002
325,2025-02-10,30,5,1,467.99,467.99,158,Tienda 5,New Kristen,Físico,Electrónica Character 30,Electrónica,32.57,2,February,435.42
326,2025-04-27,6,4,1,100.06,100.06,125,Tienda 4,Murphyshire,Físico,Electrónica Side 6,Electrónica,337.64,4,April,-237.57999999999998
327,2025-01-29,36,2,1,331.35,331.35,67,Tienda 2,South Natasha,Físico,Electrónica Around 36,Electrónica,39.18,1,January,292.17
328,2025-02-17,38,3,5,392.0,1960.0,100,Tienda 3,South Anthony,Online,Electrónica Budget 38,Electrónica,112.89,2,February,279.11
329,2025-03-02,47,4,3,480.93,1442.79,95,Tienda 4,Murphyshire,Físico,Deportes Decide 47,Deportes,84.08,3,March,396.85
330,2024-12-15,28,7,5,399.65,1998.25,200,Tienda 7,West Chadborough,Online,Electrónica For 28,Electrónica,357.67,12,December,41.97999999999996
331,2025-05-15,1,10,1,275.4,275.4,10,Tienda 10,Frederickburgh,Físico,Electrónica Blue 1,Electrónica,116.96,5,May,158.44
332,2025-05-07,44,2,4,307.58,1230.32,181,Tienda 2,South Natasha,Físico,Electrónica Sell 44,Electrónica,167.65,5,May,139.92999999999998
333,2025-01-10,47,5,2,480.93,961.86,95,Tienda 5,New Kristen,Físico,Deportes Decide 47,Deportes,84.08,1,January,396.85
334,2025-03-02,29,7,2,485.34,970.68,47,Tienda 7,West Chadborough,Online,Ropa Art 29,Ropa,268.71,3,March,216.63
335,2025-01-17,45,10,1,295.48,295.48,164,Tienda 10,Frederickburgh,Físico,Juguetes Little 45,Juguetes,90.19,1,January,205.29000000000002
336,2025-01-09,37,3,2,216.61,433.22,49,Tienda 3,South Anthony,Online,Juguetes Beyond 37,Juguetes,373.71,1,January,-157.09999999999997
337,2025-01-08,34,6,1,219.82,219.82,93,Tienda 6,Smithstad,Online,Ropa System 34,Ropa,183.17,1,January,36.650000000000006
338,2025-02-14,50,10,3,260.09,780.27,123,Tienda 10,Frederickburgh,Físico,Electrónica Teacher 50,Electrónica,20.14,2,February,239.95
339,2024-12-16,31,2,2,462.0,924.0,4,Tienda 2,South Natasha,Físico,Ropa Across 31,Ropa,341.72,12,December,120.27999999999997
340,2025-02-22,5,3,5,402.4,2012.0,63,Tienda 3,South Anthony,Online,Electrónica Black 5,Electrónica,95.72,2,February,306.67999999999995
341,2025-03-25,48,6,1,294.3,294.3,46,Tienda 6,Smithstad,Online,Juguetes Rule 48,Juguetes,378.19,3,March,-83.88999999999999
342,2025-01-03,10,8,1,48.13,48.13,184,Tienda 8,Rushton,Físico,Hogar Occur 10,Hogar,44.91,1,January,3.220000000000006
343,2025-04-30,7,10,5,326.05,1630.25,191,Tienda 10,Frederickburgh,Físico,Hogar East 7,Hogar,25.6,4,April,300.45
344,2025-04-18,46,8,2,95.12,190.24,56,Tienda 8,Rushton,Físico,Electrónica All 46,Electrónica,315.94,4,April,-220.82
345,2024-12-16,40,5,1,245.98,245.98,156,Tienda 5,New Kristen,Físico,Deportes Specific 40,Deportes,65.72,12,December,180.26
346,2024-11-20,50,8,1,260.09,260.09,123,Tienda 8,Rushton,Físico,Electrónica Teacher 50,Electrónica,20.14,11,November,239.95
347,2025-01-11,24,10,4,498.41,1993.64,9,Tienda 10,Frederickburgh,Físico,Deportes Half 24,Deportes,152.42,1,January,345.99
348,2025-05-05,15,4,1,483.51,483.51,135,Tienda 4,Murphyshire,Físico,Ropa Statement 15,Ropa,31.13,5,May,452.38
349,2025-03-23,32,1,3,365.56,1096.68,169,Tienda 1,New Michael,Online,Juguetes Song 32,Juguetes,194.76,3,March,170.8
350,2025-04-08,19,3,3,409.56,1228.68,78,Tienda 3,South Anthony,Online,Ropa Skill 19,Ropa,95.48,4,April,314.08
351,2025-05-06,13,9,3,414.16,1242.48,28,Tienda 9,Nobleside,Físico,Hogar Such 13,Hogar,59.12,5,May,355.04
352,2024-12-31,22,5,3,390.92,1172.76,66,Tienda 5,New Kristen,Físico,Electrónica Serve 22,Electrónica,349.9,12,December,41.02000000000004
353,2024-12-17,43,10,4,370.51,1482.04,148,Tienda 10,Frederickburgh,Físico,Deportes Market 43,Deportes,63.95,12,December,306.56
354,2025-01-20,35,6,1,379.7,379.7,39,Tienda 6,Smithstad,Online,Deportes Law 35,Deportes,109.89,1,January,269.81
355,2025-05-13,3,8,4,258.87,1035.48,85,Tienda 8,Rushton,Físico,Deportes Notice 3,Deportes,21.45,5,May,237.42000000000002
356,2025-03-16,31,4,3,462.0,1386.0,4,Tienda 4,Murphyshire,Físico,Ropa Across 31,Ropa,341.72,3,March,120.27999999999997
357,2025-03-17,39,8,3,201.94,605.82,13,Tienda 8,Rushton,Físico,Ropa Sense 39,Ropa,112.96,3,March,88.98
358,2025-05-03,17,5,3,424.42,1273.26,70,Tienda 5,New Kristen,Físico,Ropa Another 17,Ropa,146.82,5,May,277.6
359,2024-12-11,6,3,4,100.06,400.24,125,Tienda 3,South Anthony,Online,Electrónica Side 6,Electrónica,337.64,12,December,-237.57999999999998
360,2025-05-03,15,7,5,483.51,2417.55,135,Tienda 7,West Chadborough,Online,Ropa Statement 15,Ropa,31.13,5,May,452.38
361,2025-02-17,6,5,3,100.06,300.18,125,Tienda 5,New Kristen,Físico,Electrónica Side 6,Electrónica,337.64,2,February,-237.57999999999998
362,2025-02-24,37,7,2,216.61,433.22,49,Tienda 7,West Chadborough,Online,Juguetes Beyond 37,Juguetes,373.71,2,February,-157.09999999999997
363,2025-05-01,41,3,3,417.76,1253.28,34,Tienda 3,South Anthony,Online,Electrónica Probably 41,Electrónica,123.98,5,May,293.78
364,2025-02-23,6,7,2,100.06,200.12,125,Tienda 7,West Chadborough,Online,Electrónica Side 6,Electrónica,337.64,2,February,-237.57999999999998
365,2025-05-05,45,10,5,295.48,1477.4,164,Tienda 10,Frederickburgh,Físico,Juguetes Little 45,Juguetes,90.19,5,May,205.29000000000002
366,2025-03-05,50,3,1,260.09,260.09,123,Tienda 3,South Anthony,Online,Electrónica Teacher 50,Electrónica,20.14,3,March,239.95
367,2025-01-31,10,1,4,48.13,192.52,184,Tienda 1,New Michael,Online,Hogar Occur 10,Hogar,44.91,1,January,3.220000000000006
368,2025-03-13,12,6,3,184.91,554.73,160,Tienda 6,Smithstad,Online,Electrónica Election 12,Electrónica,250.44,3,March,-65.53
369,2025-05-12,45,7,1,295.48,295.48,164,Tienda 7,West Chadborough,Online,Juguetes Little 45,Juguetes,90.19,5,May,205.29000000000002
370,2025-01-24,8,10,5,284.42,1422.1,62,Tienda 10,Frederickburgh,Físico,Juguetes Seat 8,Juguetes,68.73,1,January,215.69
371,2025-02-12,41,10,2,417.76,835.52,34,Tienda 10,Frederickburgh,Físico,Electrónica Probably 41,Electrónica,123.98,2,February,293.78
372,2025-03-21,37,7,5,216.61,1083.05,49,Tienda 7,West Chadborough,Online,Juguetes Beyond 37,Juguetes,373.71,3,March,-157.09999999999997
373,2025-01-06,19,3,4,409.56,1638.24,78,Tienda 3,South Anthony,Online,Ropa Skill 19,Ropa,95.48,1,January,314.08
374,2025-03-18,28,2,3,399.65,1198.95,200,Tienda 2,South Natasha,Físico,Electrónica For 28,Electrónica,357.67,3,March,41.97999999999996
375,2025-03-10,15,1,4,483.51,1934.04,135,Tienda 1,New Michael,Online,Ropa Statement 15,Ropa,31.13,3,March,452.38
376,2024-11-26,6,4,2,100.06,200.12,125,Tienda 4,Murphyshire,Físico,Electrónica Side 6,Electrónica,337.64,11,November,-237.57999999999998
377,2024-12-15,47,2,4,480.93,1923.72,95,Tienda 2,South Natasha,Físico,Deportes Decide 47,Deportes,84.08,12,December,396.85
378,2024-11-29,14,9,5,331.85,1659.25,171,Tienda 9,Nobleside,Físico,Ropa Cell 14,Ropa,274.44,11,November,57.410000000000025
379,2025-01-05,23,3,4,312.51,1250.04,133,Tienda 3,South Anthony,Online,Deportes About 23,Deportes,177.18,1,January,135.32999999999998
380,2025-01-12,5,1,5,402.4,2012.0,63,Tienda 1,New Michael,Online,Electrónica Black 5,Electrónica,95.72,1,January,306.67999999999995
381,2025-03-05,46,4,4,95.12,380.48,56,Tienda 4,Murphyshire,Físico,Electrónica All 46,Electrónica,315.94,3,March,-220.82
382,2025-03-06,29,9,4,485.34,1941.36,47,Tienda 9,Nobleside,Físico,Ropa Art 29,Ropa,268.71,3,March,216.63
383,2025-04-18,1,8,4,275.4,1101.6,10,Tienda 8,Rushton,Físico,Electrónica Blue 1,Electrónica,116.96,4,April,158.44
384,2025-02-21,2,7,5,202.19,1010.95,130,Tienda 7,West Chadborough,Online,Juguetes Face 2,Juguetes,62.52,2,February,139.67
385,2025-05-17,6,2,2,100.06,200.12,125,Tienda 2,South Natasha,Físico,Electrónica Side 6,Electrónica,337.64,5,May,-237.57999999999998
386,2025-05-19,24,4,1,498.41,498.41,9,Tienda 4,Murphyshire,Físico,Deportes Half 24,Deportes,152.42,5,May,345.99
387,2025-02-01,5,6,4,402.4,1609.6,63,Tienda 6,Smithstad,Online,Electrónica Black 5,Electrónica,95.72,2,February,306.67999999999995
